temperature,humidity,ambient_light,soil_moisture,ethylene_ppb,CO2_ppm
15.83,82.34,8609.97,25.17,0.92,658.96
25.02,80.29,7388.11,22.08,4.05,536.34
16.81,84.11,2820.51,19.7,2.01,321.45
17.47,63.76,1422.41,11.75,3.97,401.15
28.23,35.46,9020.53,13.37,3.93,471.2
27.63,82.04,3702.45,10.12,0.94,451.76
19.66,66.79,3251.46,26.78,4.46,315.84
17.33,78.96,5603.42,31.07,2.36,633.73
27.63,56.0,5429.52,33.74,4.69,358.71
33.64,72.49,5999.13,16.1,2.06,532.28
29.05,75.89,4153.94,36.67,3.93,629.95
22.82,43.96,7534.39,13.75,2.27,677.24
28.54,82.96,6975.68,30.84,1.53,580.15
15.59,39.78,7932.98,22.49,0.54,692.38
30.68,89.05,7844.16,12.4,2.89,773.76
16.2,88.49,8658.45,33.59,1.13,607.02
19.52,77.68,2338.59,13.29,4.91,780.37
25.55,54.15,3829.52,29.19,1.91,656.84
33.97,39.75,1453.12,30.27,0.54,453.31
24.37,33.35,8341.29,34.77,3.17,434.34
23.5,49.89,5373.36,20.1,1.27,669.31
16.41,64.43,7498.0,23.99,0.78,622.64
31.31,73.27,8448.39,26.53,4.1,560.77
31.86,65.83,3254.53,11.37,3.04,436.31
24.37,78.76,9587.21,18.76,1.61,470.93
27.7,87.58,5939.91,20.94,3.31,777.41
28.44,83.48,2347.7,35.22,3.03,620.33
20.32,85.08,7233.86,32.54,4.89,482.95
19.48,83.44,1679.72,30.23,4.94,781.63
31.22,82.38,4174.03,33.36,1.48,640.05
25.48,44.71,9744.19,25.57,2.36,410.5
24.99,70.77,6167.23,16.53,1.54,694.61
28.09,56.82,1520.73,29.44,1.16,452.48
16.33,63.03,7054.5,11.51,0.96,619.74
21.73,81.55,8967.68,24.69,3.11,675.61
24.53,41.46,4507.87,23.99,2.95,644.37
34.96,47.67,8248.65,10.23,3.23,656.85
17.71,53.37,3573.72,17.1,1.98,577.98
29.31,42.1,7769.68,32.53,3.07,673.37
21.69,81.47,1440.58,39.31,2.53,410.45
33.59,50.7,4628.04,27.22,2.26,434.82
17.77,43.45,8188.71,21.75,3.83,627.05
16.39,49.35,1628.23,19.41,3.12,495.15
30.2,31.85,3383.37,34.49,0.61,512.38
30.9,50.12,9330.73,29.57,4.65,517.42
18.29,69.87,2421.44,31.0,1.03,560.83
34.76,68.71,3212.14,28.01,2.08,767.22
22.99,63.77,5335.69,29.63,4.06,626.27
19.79,70.53,2030.04,23.18,0.9,602.21
15.99,82.18,3138.76,15.91,2.45,307.45
27.55,72.19,2658.5,12.96,4.01,664.63
30.49,37.54,3043.15,32.92,0.52,479.84
22.95,40.22,6364.13,37.33,1.49,536.55
23.95,84.46,6957.99,23.89,4.97,418.68
26.87,65.7,5681.17,22.83,2.15,389.49
15.3,76.56,1393.06,29.38,3.11,523.46
24.79,32.29,8390.22,22.68,4.71,410.82
18.25,40.97,9022.58,12.87,3.06,708.93
16.48,42.53,6482.7,32.54,0.63,451.27
21.57,39.37,5495.51,30.87,2.24,531.63
23.05,36.77,5560.08,10.27,4.54,630.03
24.9,49.68,9529.57,27.62,2.69,667.8
15.96,56.03,8480.4,17.68,1.58,653.29
17.96,69.6,7386.5,20.64,1.93,400.16
19.2,77.07,6795.78,15.06,1.45,365.2
25.88,34.36,3854.71,22.54,1.88,745.08
27.59,57.01,5670.94,35.1,4.14,635.49
27.24,58.54,6065.06,17.49,3.88,386.17
23.51,87.13,4840.15,16.76,4.25,581.97
24.21,30.36,8530.33,31.99,4.43,670.78
26.43,61.24,4009.94,23.31,1.05,388.5
25.58,34.06,9124.11,25.11,1.02,351.84
27.73,66.61,8857.65,14.97,3.8,791.34
34.17,76.42,6735.42,36.09,4.72,754.97
28.3,52.06,8385.68,26.26,1.12,396.83
31.05,81.24,2825.87,28.99,4.38,670.81
24.22,43.23,3895.83,38.33,4.62,663.93
21.7,39.55,8632.19,26.29,0.68,337.81
25.54,52.72,6524.37,17.39,1.68,694.44
26.24,38.41,1700.08,20.1,3.36,452.46
25.68,71.06,7471.22,13.19,4.1,752.58
31.8,58.29,5096.98,38.55,1.03,559.72
15.57,37.87,7873.46,22.65,4.11,347.01
17.89,50.24,7985.99,29.77,4.84,779.0
22.55,37.41,2240.47,24.27,1.63,741.39
17.98,51.64,5209.84,22.37,3.14,603.57
16.46,30.35,3015.35,17.11,2.1,788.68
15.41,31.22,1432.46,22.91,4.83,335.06
16.93,81.39,5135.42,16.62,3.26,503.64
15.9,35.36,8793.75,13.95,4.96,685.82
27.63,69.54,8951.32,36.72,2.06,382.98
28.87,35.3,8683.81,21.48,4.71,593.99
28.38,61.62,9351.18,24.21,2.85,370.6
27.69,56.51,3744.45,31.28,0.54,587.72
35.0,74.48,6756.72,36.36,4.31,794.67
31.89,47.64,6846.2,26.38,2.02,337.06
20.11,49.8,5930.48,14.49,2.52,726.86
20.73,75.8,1025.38,35.18,4.26,578.07
19.49,52.25,7171.2,38.16,4.54,455.3
25.33,34.97,6051.9,14.38,2.5,449.35
25.97,65.44,9716.79,32.71,4.28,418.87
29.65,86.27,9230.31,19.13,1.95,771.95
22.77,84.57,9402.64,34.14,3.74,691.95
24.79,44.33,4501.11,36.33,2.1,399.21
32.49,72.29,6142.44,30.33,0.52,448.19
32.96,52.49,3523.16,35.13,2.5,712.26
23.5,76.55,7060.18,18.2,3.37,762.75
34.74,41.47,2268.48,36.97,1.29,445.74
29.37,78.69,6760.79,14.74,4.63,771.36
17.75,33.29,2002.2,29.39,2.04,390.89
17.84,78.43,1227.0,17.17,3.22,581.62
34.24,69.8,6182.2,36.55,2.2,627.77
27.64,82.51,5282.6,21.78,2.26,379.95
17.97,63.05,9445.5,27.08,4.59,691.58
16.35,43.24,9579.28,23.02,4.96,395.7
19.48,52.53,5392.95,38.25,4.36,542.48
22.4,79.75,8136.84,10.07,2.63,539.16
18.08,36.5,2312.44,32.25,2.84,597.3
21.86,66.38,2806.16,16.29,1.41,319.99
18.99,79.84,6908.37,17.79,1.1,749.14
19.06,60.58,4052.49,25.44,4.58,771.4
33.57,34.0,6742.89,18.09,3.29,370.37
32.93,61.48,3124.69,33.82,3.11,703.3
16.94,82.48,1971.79,17.4,2.78,649.47
19.72,48.53,1724.19,19.23,4.65,533.1
34.64,57.17,2022.13,13.26,3.54,720.53
31.28,46.04,6524.73,26.07,1.79,458.63
21.38,30.53,4785.36,20.25,4.84,663.66
34.99,81.39,4564.44,17.06,2.79,456.39
31.08,87.91,5370.14,38.48,0.69,657.1
30.25,73.8,2949.72,27.61,4.59,725.66
32.23,52.91,7908.04,21.97,3.13,489.84
18.26,87.68,8197.44,27.86,0.81,435.05
25.13,35.31,3680.93,23.1,3.2,544.97
32.43,73.11,8581.22,18.18,1.93,769.04
20.44,86.48,8662.47,24.18,2.78,432.68
34.72,87.76,3283.51,32.16,1.12,650.66
25.88,37.52,5719.16,32.51,1.6,790.49
22.61,59.35,9994.07,36.98,4.93,505.71
21.33,47.12,4634.66,32.93,1.46,648.98
30.9,74.92,5500.01,39.09,1.51,552.73
28.55,83.73,8809.62,40.0,1.2,375.69
16.18,62.4,5675.81,28.57,2.98,761.5
29.69,52.83,7137.21,19.58,1.04,488.07
20.45,85.9,7669.86,29.23,0.65,366.33
33.77,61.25,2517.44,38.29,2.07,380.04
18.37,80.89,8573.15,39.03,0.75,537.4
27.8,60.58,3136.77,22.06,1.75,472.08
19.06,44.12,6783.66,23.63,3.75,575.84
28.59,68.72,6884.08,11.63,3.63,625.37
26.65,61.58,5909.5,28.08,0.92,393.8
18.57,56.16,8601.78,23.73,2.85,392.82
33.54,71.73,5093.72,15.9,2.81,723.45
16.65,73.03,1598.23,19.45,3.52,587.97
28.47,89.46,9738.49,18.28,0.72,500.39
30.64,73.71,5170.76,35.84,1.0,553.24
28.13,66.02,4895.62,26.85,4.51,562.96
30.85,65.68,2318.69,17.63,1.86,394.22
17.86,54.47,7424.96,27.12,1.38,589.33
27.87,79.01,9718.44,14.63,1.87,380.76
20.18,89.84,2542.72,11.94,2.26,634.99
30.33,65.91,9328.77,37.95,4.1,691.14
27.33,71.42,9302.44,30.81,1.9,382.54
29.58,31.81,7855.24,31.01,2.47,774.05
34.6,53.48,1534.83,23.51,1.0,450.17
18.29,54.96,5699.43,32.49,4.77,774.4
17.27,89.37,2860.69,10.57,4.51,730.07
21.63,34.75,5657.27,36.45,1.41,330.16
32.78,30.41,1826.55,12.46,4.25,336.73
30.81,44.52,8255.56,36.85,3.61,423.57
23.63,55.75,6620.8,18.84,2.34,327.91
29.06,40.18,7837.24,26.26,4.3,368.13
15.7,85.73,6914.49,35.83,4.03,692.73
34.47,74.2,2776.76,30.75,2.33,637.03
24.2,70.03,5372.42,16.02,3.21,614.63
18.03,81.82,4379.25,25.13,0.91,345.95
29.91,49.26,1399.53,24.9,3.02,404.65
22.01,36.04,8994.55,39.74,3.89,486.87
22.36,81.29,4263.76,30.16,3.94,458.49
25.08,49.19,9651.47,31.59,3.09,675.49
28.73,59.31,4214.1,28.91,1.98,777.12
19.29,53.2,5806.78,11.2,0.85,632.77
27.15,85.46,6106.03,21.99,0.91,549.51
16.4,53.2,3798.21,28.29,4.76,740.52
20.85,86.59,2407.77,11.51,4.79,381.12
28.99,47.37,3505.84,35.53,3.61,456.06
29.15,85.57,7699.99,13.28,3.12,638.33
33.24,76.94,6736.33,16.66,2.17,719.27
28.89,54.33,8103.76,29.83,1.84,547.36
29.84,50.66,2814.95,14.58,3.15,606.38
27.51,66.53,8219.75,23.43,3.0,329.87
18.27,42.37,1404.53,18.71,3.16,477.79
22.16,54.83,4126.65,11.31,1.84,766.36
30.42,47.89,1774.05,14.56,1.36,484.47
23.47,66.44,3089.66,10.6,3.7,651.12
30.27,38.07,3774.32,21.21,2.47,339.38
28.79,78.7,3320.73,10.16,3.22,797.48
26.96,80.55,3825.31,13.49,4.34,706.41
29.58,46.21,1768.81,39.48,0.62,790.71
21.9,55.86,6223.03,32.15,3.76,303.96
25.62,42.5,9618.48,10.75,2.52,602.51
32.68,50.55,9228.01,37.75,2.19,508.32
17.29,42.7,3756.26,16.56,3.92,330.95
25.55,35.31,3687.79,33.26,3.13,581.99
28.88,70.08,1767.66,36.19,4.25,621.92
23.77,42.54,3860.16,13.07,4.58,385.08
20.97,58.57,6902.36,22.44,4.46,340.15
30.43,50.83,3001.83,14.79,1.06,458.51
19.4,57.61,3783.63,37.66,1.17,468.26
21.53,52.75,2297.61,33.66,2.0,578.87
26.8,68.99,3483.91,24.84,0.96,787.01
15.56,31.64,2770.11,25.88,1.6,374.29
26.63,68.61,9579.91,24.46,3.21,361.94
21.08,61.13,5473.16,35.19,3.81,389.87
18.26,65.01,3762.37,38.31,3.76,514.3
22.22,86.21,4095.43,37.9,1.5,452.81
29.34,66.24,4952.66,25.9,4.25,597.34
27.24,67.95,9167.68,13.08,1.09,636.95
19.15,60.53,5712.2,15.01,2.34,573.81
21.43,70.24,6123.58,38.56,3.92,611.53
28.97,75.37,3406.84,23.73,1.66,424.36
18.33,67.52,4040.64,14.02,1.14,655.5
34.8,51.82,3083.13,37.92,2.65,554.37
34.23,37.39,5853.99,14.71,3.43,375.96
26.5,38.74,8712.39,17.33,3.53,536.7
33.25,60.96,1234.3,25.08,4.75,516.51
19.44,63.58,7289.03,11.05,3.55,517.41
30.36,34.91,4658.78,24.23,3.07,750.63
16.1,72.17,9551.59,30.88,1.42,749.52
19.29,63.32,5176.38,36.64,3.98,300.81
20.14,38.43,5165.75,37.13,1.31,538.67
21.34,42.59,9197.01,12.42,4.53,597.28
18.53,78.89,7909.05,28.39,2.3,310.36
31.95,74.14,3056.58,22.27,4.25,381.82
33.21,86.18,2074.61,10.15,4.59,481.29
18.23,88.39,4821.92,10.16,1.76,672.61
22.81,73.98,8814.29,18.25,4.84,462.17
33.96,78.2,4882.01,22.15,2.52,409.66
31.52,45.51,7116.02,33.24,2.94,491.38
20.74,81.25,1602.94,38.88,3.28,502.72
30.07,49.97,3055.25,35.03,3.73,526.57
20.39,53.31,5968.96,27.37,2.52,653.46
20.57,38.27,3133.29,10.95,0.76,498.38
19.97,45.72,3240.1,26.01,2.28,682.05
26.42,65.86,6308.37,35.63,1.47,581.49
34.04,80.19,3987.63,25.97,3.59,471.57
34.46,63.56,4597.01,15.48,4.66,660.8
17.29,57.5,8508.63,29.95,3.14,666.72
28.27,31.63,7373.39,33.21,2.59,515.26
17.08,84.4,1724.17,22.67,2.61,433.41
32.51,73.38,4814.77,30.6,3.54,649.03
19.14,63.92,7626.62,13.39,3.25,668.75
28.69,50.39,1443.45,26.27,3.99,583.84
25.71,89.61,7367.78,10.23,1.19,402.0
29.51,82.63,7169.3,28.99,0.78,663.54
27.71,87.26,9324.67,14.51,1.53,355.86
21.26,69.52,4373.5,24.74,4.6,528.48
19.54,78.7,2160.68,18.27,0.79,773.63
26.92,36.41,1744.44,15.64,2.21,328.67
33.63,51.2,9496.33,31.0,3.42,318.3
28.54,36.97,5674.55,22.61,2.16,679.17
19.15,35.12,3242.21,28.71,0.75,666.71
22.47,49.65,8613.05,28.73,3.71,577.01
19.41,85.5,5710.58,32.77,1.83,375.0
29.45,36.28,1838.01,13.35,3.63,540.26
33.88,84.01,8830.57,28.11,2.53,485.26
31.48,39.15,3466.51,32.42,3.7,715.63
25.8,67.77,4903.39,34.86,1.6,696.78
28.22,37.35,8878.23,36.48,1.23,767.81
16.04,43.61,8933.43,26.71,4.8,606.6
27.48,56.02,1675.31,12.83,2.21,356.03
18.28,54.42,7147.39,16.98,3.91,481.21
15.48,39.23,1278.41,15.31,2.41,535.49
26.3,74.49,1322.12,29.84,0.94,463.21
24.89,84.5,3936.69,15.43,4.5,567.38
22.5,31.29,9057.59,35.11,2.69,600.25
34.37,46.37,5564.9,14.92,2.31,528.27
17.51,34.51,8919.82,27.46,2.44,437.4
18.66,56.12,6051.05,37.35,4.93,656.54
28.42,71.71,2805.89,30.39,4.13,750.12
23.44,47.94,1153.78,16.92,2.69,313.21
29.94,50.23,6249.55,34.59,1.42,761.16
25.29,83.94,2123.22,20.92,4.23,796.36
27.6,76.85,3733.28,17.3,4.98,646.23
34.6,89.24,1647.32,35.21,3.14,449.94
21.32,70.0,7727.05,22.91,3.78,438.49
34.19,34.48,4905.81,31.92,4.98,526.48
29.78,63.95,5484.55,10.13,4.07,749.39
24.62,73.52,4069.05,25.63,0.72,432.4
29.73,75.94,6476.44,16.03,1.99,354.15
21.81,39.58,9927.89,13.81,2.68,787.77
15.28,50.18,1775.32,38.8,3.5,605.4
23.13,82.74,8113.3,39.96,0.9,560.83
20.02,45.27,4446.72,27.1,1.03,639.08
25.54,80.88,5506.3,30.4,2.09,409.45
24.76,49.16,5577.28,13.08,0.64,617.45
30.83,44.28,1056.3,22.61,1.54,491.76
24.41,80.1,2986.51,23.21,1.74,698.49
15.62,52.5,4180.35,14.07,4.58,454.14
30.55,86.85,9753.2,28.86,0.99,393.75
24.67,53.34,8227.52,16.37,3.02,774.84
17.47,45.37,4597.01,25.55,2.73,642.29
27.01,57.91,2122.03,35.7,4.49,451.58
33.39,63.69,8928.16,26.95,0.83,657.79
26.16,46.37,4046.71,34.15,0.83,590.3
34.73,49.11,6330.55,32.05,3.97,727.91
15.9,33.5,4614.12,21.99,1.17,358.03
22.02,44.58,7165.08,33.53,4.88,337.26
17.4,31.69,4924.4,17.16,1.96,732.87
24.33,71.29,3740.93,29.86,3.48,670.39
18.89,76.05,6986.4,28.97,0.9,510.14
22.05,35.97,7825.22,31.64,4.23,779.37
27.86,30.62,4014.97,11.59,3.53,351.23
32.19,81.11,3738.07,17.74,2.64,749.2
20.21,69.43,4395.93,21.82,3.31,788.97
28.13,52.24,4827.04,26.81,2.08,656.71
30.71,67.69,1203.42,28.69,3.2,330.91
25.04,55.54,3521.46,30.08,4.16,718.21
20.54,85.76,4975.15,25.55,3.49,586.88
18.38,41.41,1431.2,15.52,4.82,496.03
34.5,89.57,7107.46,34.79,3.47,702.07
21.34,68.03,9785.63,24.76,3.93,722.85
33.11,63.19,6611.39,10.6,1.59,497.77
26.52,73.85,4484.34,13.79,3.37,727.77
16.34,61.5,8471.28,17.34,1.23,477.91
20.21,51.14,2304.01,15.83,0.85,641.47
18.12,77.7,4807.05,15.96,3.16,720.25
32.42,55.23,4492.18,13.7,4.39,424.41
18.59,54.54,9294.33,39.61,1.62,529.98
33.19,56.6,2940.52,11.54,1.3,476.0
23.78,42.09,3824.91,17.49,4.24,686.07
23.15,79.53,6410.22,14.71,4.95,592.21
26.93,88.63,2551.92,39.56,1.31,502.35
34.78,59.32,3060.47,33.26,1.22,694.31
34.85,82.88,8849.61,29.63,2.79,792.57
34.96,52.06,5054.07,22.56,1.91,488.44
33.75,54.03,4058.64,28.83,4.61,694.98
24.84,66.42,4065.7,22.45,3.73,358.05
23.56,84.9,1722.02,20.13,0.9,616.18
25.71,81.11,9215.47,38.02,4.85,387.3
23.31,31.94,7615.02,27.78,4.37,434.42
31.7,60.03,5674.93,25.14,1.04,696.97
17.14,89.04,8034.04,36.32,2.45,748.24
18.27,61.83,1137.88,37.36,3.92,780.97
30.68,78.29,2092.82,29.12,4.95,585.06
26.48,45.06,5219.15,20.71,3.31,573.66
20.6,53.88,6949.36,24.34,3.01,708.48
22.2,75.31,5593.79,26.8,1.12,486.82
27.37,65.96,3546.05,26.63,2.09,573.72
15.69,47.02,3604.29,36.57,0.76,436.85
29.12,68.34,6000.72,13.06,3.98,563.72
17.72,40.02,6175.78,14.24,3.41,619.56
20.7,82.41,6420.5,30.78,4.42,307.98
31.76,87.32,9293.25,35.24,1.74,691.18
25.19,76.22,6190.56,31.41,1.0,647.94
16.71,51.08,1284.33,24.78,3.13,552.31
29.02,47.03,1003.18,25.63,2.79,725.99
15.95,78.74,4891.71,36.35,4.21,747.85
16.42,31.25,3543.92,30.96,2.82,599.2
19.14,85.36,9236.85,14.23,3.45,402.01
18.5,75.24,3641.3,12.13,4.5,395.19
17.31,32.4,9109.81,35.58,2.09,669.08
27.64,65.23,9778.44,10.98,3.97,408.84
34.33,44.68,6446.07,11.53,3.98,356.92
29.86,74.6,6213.61,37.73,1.94,778.22
33.51,67.54,8716.48,15.5,2.53,620.18
18.28,53.05,9996.14,16.88,3.02,407.7
31.02,70.82,4273.57,29.34,1.04,668.01
23.14,32.82,9120.93,10.72,3.37,496.74
26.84,45.99,1593.31,25.99,1.13,428.16
30.72,45.64,4898.63,35.71,4.74,618.91
16.19,45.08,1457.8,22.25,4.93,653.8
19.39,44.26,9716.44,12.9,2.0,308.53
24.41,62.84,8346.02,22.81,0.63,424.89
32.44,48.78,3569.71,19.91,4.85,679.85
29.86,33.47,5188.67,16.6,0.81,598.26
31.3,83.58,3748.58,12.04,3.3,605.13
28.53,51.87,3181.63,39.14,2.43,437.38
34.0,57.89,6792.93,30.6,1.79,585.87
22.53,34.46,7505.57,37.89,4.66,629.01
18.01,62.81,1750.71,18.97,3.18,757.86
16.35,73.39,8821.39,11.15,3.53,423.67
34.89,82.8,5915.03,33.5,1.04,420.6
15.63,61.76,7391.64,26.97,4.86,645.12
27.76,74.29,9541.27,38.85,2.76,499.59
32.29,62.95,6088.39,10.72,1.29,405.22
32.38,58.77,8230.95,29.41,4.48,317.43
21.46,81.29,1345.91,14.07,0.91,312.13
21.95,53.97,6563.19,35.3,0.57,736.87
25.54,57.41,6419.31,16.53,3.83,485.47
22.56,86.9,1935.39,20.46,4.92,391.58
18.83,30.54,9621.52,31.16,4.34,577.56
27.88,43.79,9773.15,15.15,4.51,663.14
24.56,51.29,3078.64,34.12,0.76,326.61
31.35,64.58,3325.39,37.32,3.09,459.3
26.24,70.25,6261.76,38.4,3.19,708.42
20.87,64.46,5239.57,24.36,4.2,500.79
15.65,70.88,6365.35,35.84,1.14,364.68
31.03,73.57,1920.6,30.77,1.56,510.73
19.34,49.66,7952.9,10.28,0.8,709.27
22.35,60.92,2576.91,28.67,1.81,662.2
17.77,40.1,6909.08,20.5,4.18,362.02
17.87,30.8,5094.14,27.3,4.48,643.02
21.66,33.55,7151.58,20.38,0.66,700.95
24.14,42.77,4395.97,24.91,1.69,538.56
33.36,78.19,3938.17,35.94,3.95,712.78
21.69,49.86,6062.7,22.86,2.46,729.94
27.58,44.33,9680.14,39.59,0.76,666.12
34.0,42.8,5385.8,30.13,4.53,786.03
30.76,73.89,2841.59,37.08,4.0,444.65
33.37,40.74,1016.44,30.04,3.84,534.11
15.16,88.44,8859.77,19.18,2.46,686.88
31.31,78.46,5174.24,16.0,3.62,388.48
19.78,74.82,5653.96,32.15,4.65,380.73
19.07,40.15,2429.29,37.75,4.67,540.51
33.66,35.75,6136.7,35.11,1.07,445.36
30.66,41.28,3917.03,12.13,2.28,598.69
22.09,63.69,1453.62,14.74,4.9,622.0
33.68,36.82,7637.1,10.53,0.96,597.56
15.5,36.37,3548.26,24.58,0.66,328.04
33.45,46.42,7214.76,16.95,1.8,446.56
33.26,76.44,2791.35,11.05,3.55,675.29
26.17,72.69,8787.69,33.94,0.59,618.61
23.0,81.69,4785.53,36.61,1.96,409.94
16.36,41.19,2772.73,21.01,1.66,676.04
18.4,83.28,6379.17,24.77,3.0,799.04
19.9,34.4,7269.43,10.42,4.25,350.5
33.89,71.87,9911.19,13.1,2.92,644.28
19.35,49.57,4112.77,15.96,4.69,644.57
17.57,55.37,9708.0,21.67,2.98,605.45
32.14,80.76,5713.02,18.22,1.69,777.79
22.57,32.39,4459.43,28.03,2.98,761.21
25.55,82.39,8091.12,35.38,4.27,679.78
26.22,89.05,9341.47,12.84,4.29,551.45
21.73,33.71,5150.4,35.84,2.98,440.88
30.33,62.92,6910.53,22.57,1.67,514.54
25.03,89.65,9402.23,15.19,1.16,642.39
25.71,54.81,1376.1,28.16,1.8,364.54
20.87,58.5,9586.97,29.73,0.54,507.55
26.79,76.23,2653.71,15.08,2.28,428.86
17.13,30.31,7284.63,30.65,0.55,315.15
15.53,57.87,7416.32,27.1,1.58,665.58
18.12,68.64,1916.19,33.63,3.43,506.09
26.47,81.44,8212.61,19.94,0.65,784.06
19.14,81.58,3770.79,14.95,1.36,614.35
33.62,82.32,5400.84,13.09,3.09,695.55
23.99,65.13,8606.41,13.4,0.71,443.75
29.62,58.14,6922.83,14.29,1.68,494.7
27.84,85.93,3109.87,15.21,0.6,458.82
25.41,53.69,7080.41,21.41,1.24,578.0
33.5,73.82,5534.45,34.54,4.86,402.97
33.88,48.1,1604.81,16.48,3.54,647.44
15.34,31.02,9661.38,28.67,4.9,653.75
34.42,45.63,5400.81,23.71,1.77,655.96
31.1,45.55,9419.31,26.57,3.96,332.36
25.74,45.79,9931.54,28.9,2.3,432.55
31.83,53.08,3364.03,17.71,3.11,726.79
26.78,32.62,2476.03,39.1,1.6,713.48
20.39,65.77,5804.03,14.23,1.8,625.82
34.15,53.46,5216.05,35.26,1.25,431.89
17.77,50.62,5365.69,39.27,0.53,306.97
30.95,61.17,6283.91,31.08,0.83,454.27
34.44,65.16,6505.07,10.38,0.9,725.75
17.39,74.14,9245.71,14.83,1.97,763.18
20.86,59.33,2202.39,23.65,3.87,563.81
16.46,32.74,3936.29,11.05,3.63,558.01
32.41,36.7,9455.03,37.44,0.83,799.08
25.18,42.1,5880.93,33.57,3.31,649.54
33.26,59.14,2570.04,26.69,0.5,578.47
29.77,31.86,1117.48,24.17,4.47,316.08
33.03,69.71,1591.25,22.97,3.88,613.39
30.58,60.17,7559.85,26.23,3.08,553.28
27.58,58.84,1860.22,31.92,2.71,563.93
33.61,71.21,5604.17,30.1,4.97,525.69
30.88,34.6,6049.53,34.68,4.15,636.79
31.24,41.46,6272.39,13.59,2.39,652.38
30.27,32.06,4508.72,27.99,0.71,555.76
24.77,75.29,5253.33,37.63,3.06,437.88
17.34,80.86,1486.66,37.98,3.88,697.15
34.8,51.42,1736.13,34.17,2.55,678.05
31.9,54.79,8422.35,27.84,0.53,643.66
29.6,87.19,9729.88,24.95,3.23,754.57
29.95,32.61,1446.51,28.65,2.72,765.24
32.8,42.61,3572.76,32.66,0.66,658.37
24.94,74.32,6223.55,11.76,3.49,510.03
19.27,56.37,5056.43,22.93,3.43,432.37
19.86,81.16,3029.78,27.69,0.73,543.36
32.98,67.82,7769.34,24.16,2.92,471.05
34.14,34.93,5181.23,29.21,1.26,635.87
24.65,30.49,5819.85,21.54,1.77,743.6
28.45,70.08,1516.71,23.06,0.52,559.18
33.5,66.31,9927.39,34.24,4.0,660.69
28.53,55.81,7985.93,38.47,3.88,754.34
32.36,52.66,3500.35,39.4,4.33,500.57
17.59,68.37,5689.37,11.48,3.14,714.74
29.56,48.61,2057.24,30.37,2.5,617.49
31.11,82.89,1453.17,15.99,4.44,458.91
27.21,53.04,4688.54,38.6,2.62,572.91
33.47,54.97,2790.43,36.23,2.6,728.05
34.84,54.06,8882.22,27.0,2.9,723.27
32.45,79.35,6150.75,21.78,2.06,489.28
31.98,49.92,3255.85,24.32,3.15,434.83
27.57,66.92,1942.78,28.11,4.06,634.26
17.11,35.91,5846.89,24.22,0.52,407.19
28.09,79.79,4283.63,12.9,3.88,456.56
29.38,50.84,4625.17,19.13,0.67,329.27
29.73,35.4,1286.59,21.72,4.43,558.7
28.03,30.8,4177.72,23.89,3.99,362.73
34.65,41.99,4956.93,30.09,3.71,441.66
33.7,53.22,4994.62,32.24,3.18,750.94
24.5,74.26,3466.66,31.43,1.14,664.37
31.45,77.75,8957.83,15.34,1.43,311.2
16.2,51.99,5119.56,15.06,3.55,669.69
25.01,76.47,7460.85,12.98,2.79,651.59
19.03,84.63,4686.57,32.81,3.72,368.73
21.12,55.24,5433.32,29.54,3.37,650.5
28.77,82.52,5861.93,15.09,3.26,599.19
21.15,80.79,2903.4,24.24,0.87,341.22
32.89,57.49,3376.76,18.69,1.68,723.65
19.06,54.6,1845.14,38.76,1.15,733.26
18.91,61.32,4523.04,12.95,1.34,571.21
28.91,76.45,9220.36,21.79,1.73,738.5
29.88,86.04,5697.45,18.24,2.68,723.21
22.74,82.29,9197.4,30.0,1.02,624.93
20.89,76.51,6665.95,12.13,4.43,640.48
31.34,77.15,9303.54,20.89,3.91,652.95
28.02,31.45,9908.89,35.65,2.12,392.61
25.37,45.79,2575.61,26.06,0.71,467.24
23.67,56.3,6039.91,20.29,2.06,458.98
16.17,39.91,1219.97,32.84,2.57,506.82
16.04,85.84,5906.34,39.24,2.44,340.2
33.39,49.99,9202.11,37.87,1.11,310.16
26.05,70.25,1420.45,28.34,1.41,723.26
19.94,58.95,4670.57,22.95,2.3,596.91
15.7,36.74,4939.93,36.23,4.43,527.58
28.79,43.88,4879.1,17.63,4.15,638.21
27.11,62.92,1908.18,30.21,1.74,409.88
29.84,66.9,8972.73,30.31,4.63,740.68
15.07,44.42,1250.95,33.63,3.15,502.07
21.39,60.67,4373.4,27.24,0.69,320.92
33.12,57.42,3912.89,36.07,3.07,359.6
20.22,44.88,4553.78,36.08,2.67,712.18
17.89,42.49,5118.24,34.02,0.98,414.92
26.69,74.26,9061.06,15.77,2.56,671.09
31.75,80.39,9947.38,37.77,0.74,482.36
15.78,85.51,5260.91,24.8,2.86,324.98
16.84,63.99,1841.31,37.94,4.55,311.36
20.81,38.84,2105.5,30.48,0.97,562.72
23.21,86.24,5088.58,13.65,2.18,669.36
23.87,53.65,4830.12,17.57,4.21,545.89
32.64,38.29,5963.36,11.35,1.78,369.69
29.91,47.11,8532.23,36.3,3.75,443.57
15.6,84.56,2397.43,30.33,1.78,661.03
18.03,65.98,9977.67,16.53,0.52,446.32
19.86,46.07,8814.66,28.04,4.58,704.63
25.87,41.67,7409.49,36.24,3.84,727.72
28.99,33.94,9389.11,12.68,2.97,799.55
29.39,40.93,9254.81,30.67,2.88,314.19
