temperature,humidity,ambient_light,soil_moisture,ethylene_ppb,CO2_ppm
33.62,55.49,9828.04,28.66,1.69,419.72
30.49,88.78,8723.71,15.34,3.76,383.83
17.89,49.09,2795.05,30.67,4.15,651.36
15.12,34.82,3287.94,17.93,3.2,458.22
33.17,60.36,6555.41,31.99,4.71,720.34
25.29,42.69,6548.51,23.13,0.64,475.28
21.99,41.99,7769.97,19.95,3.67,784.04
16.61,32.46,6401.31,30.73,3.35,673.95
28.76,88.15,6282.56,15.09,4.8,484.93
33.98,53.97,4081.11,20.64,4.43,628.36
16.03,86.89,4265.04,37.81,4.08,578.86
20.59,87.78,1201.34,35.14,3.96,556.83
31.71,53.15,2426.6,12.01,1.14,313.22
33.3,43.71,6422.16,20.95,4.84,613.94
22.24,78.88,3157.21,10.14,4.02,779.92
20.34,31.98,9678.21,14.54,3.66,388.72
34.8,62.05,5379.24,38.93,1.12,395.4
33.86,36.16,2985.22,11.97,1.07,475.92
18.57,77.32,8871.29,20.09,4.32,414.19
17.15,76.86,4325.49,36.24,1.28,614.45
29.96,80.67,8288.79,24.16,1.38,530.68
15.54,36.83,5708.91,26.82,2.88,396.46
19.86,50.37,5403.87,38.94,3.99,388.68
33.61,69.35,5378.91,19.59,4.53,387.02
31.84,37.62,5393.12,11.93,1.53,707.11
26.95,74.17,9419.75,19.09,4.63,603.67
19.8,39.38,6038.23,16.89,1.18,492.58
33.1,58.6,9454.34,29.65,3.26,703.79
20.4,63.08,9927.77,16.83,2.47,649.78
28.27,45.1,5675.44,26.48,2.84,580.94
27.62,59.6,3172.39,20.62,4.93,702.13
30.65,58.41,1450.43,31.94,3.3,331.73
15.2,44.18,1058.49,20.8,1.06,765.56
17.33,44.18,6188.64,14.72,3.0,770.52
24.08,82.1,3139.85,27.18,2.44,554.98
27.1,80.35,2352.04,14.37,4.03,505.85
34.43,85.75,5614.65,27.82,1.51,473.48
19.93,72.24,2251.33,17.39,4.23,388.76
19.83,34.57,3917.34,21.91,0.99,527.1
19.91,74.07,3184.44,32.25,4.75,638.14
15.67,76.84,8943.12,10.55,3.01,349.58
19.81,71.9,9794.72,25.24,2.75,367.51
31.45,74.32,2040.82,20.83,0.73,369.12
23.7,35.25,3302.69,26.94,4.34,304.31
33.75,89.05,8197.07,26.15,4.86,788.04
19.51,68.37,3964.33,10.54,4.48,663.76
18.42,73.35,5880.61,19.95,0.78,721.06
26.74,78.11,2274.66,30.0,4.59,506.18
30.02,89.59,8362.33,10.78,1.63,444.11
21.23,37.95,9730.83,19.05,3.15,342.93
24.7,34.51,4458.15,16.36,0.97,412.18
15.61,41.49,2361.98,17.45,2.36,389.78
29.74,78.37,7302.64,16.15,3.08,420.03
32.47,63.68,1237.69,21.46,4.49,358.94
32.69,57.18,8880.08,34.23,4.69,744.76
23.02,55.58,8874.27,17.57,3.51,642.5
20.55,64.37,3683.49,13.96,2.37,538.12
18.92,36.96,5174.26,13.24,4.47,747.07
21.49,41.44,3184.52,18.68,1.97,577.8
17.39,61.39,3926.46,10.37,2.78,503.93
15.93,68.44,4562.99,20.34,0.64,690.59
30.78,30.3,6814.35,20.96,1.21,520.07
29.46,61.57,5373.55,10.5,2.12,667.9
31.4,88.54,4712.62,27.53,2.33,597.86
22.99,55.15,9899.99,36.56,3.04,634.85
33.76,34.61,4752.11,26.35,4.84,355.51
32.78,53.65,4987.13,24.57,3.71,612.23
32.45,56.51,1057.8,30.21,2.14,343.6
30.84,43.96,9340.28,31.85,3.66,601.73
32.25,55.07,2813.58,19.74,4.83,744.29
29.29,88.43,7783.12,18.57,2.56,724.59
29.93,79.85,2482.24,10.83,0.55,613.37
28.93,62.96,3874.32,33.49,2.47,700.5
33.5,65.99,6573.22,10.19,3.22,402.09
18.69,58.26,8711.5,10.05,3.99,513.7
33.58,67.14,5508.9,14.99,0.93,447.85
17.21,74.12,6585.32,18.85,2.55,744.8
22.08,81.9,5411.78,10.08,1.03,388.79
26.67,47.13,7599.69,20.38,3.58,788.36
25.78,43.56,7145.47,15.61,4.35,419.3
24.68,71.32,6406.17,14.93,0.88,629.57
34.37,43.07,5300.83,28.0,3.93,639.6
27.8,68.68,2343.63,33.14,2.15,392.9
31.84,67.39,6129.4,19.61,1.31,414.3
22.54,56.53,9795.87,36.23,0.82,717.38
23.42,84.97,4435.62,12.81,4.12,468.23
16.9,76.41,6366.52,28.55,3.32,691.55
20.56,87.48,1754.93,31.26,0.52,571.53
28.66,48.11,7507.05,24.33,1.86,336.39
26.29,80.37,4665.63,29.14,0.7,697.77
28.07,82.36,1546.78,19.42,3.1,552.77
33.76,78.84,8909.86,37.58,2.42,385.52
18.66,36.37,9455.54,30.89,4.94,329.58
28.55,66.31,7205.75,38.83,2.32,380.07
23.64,74.81,2697.82,24.39,2.83,758.18
20.66,80.5,9788.37,34.54,4.95,308.47
34.03,84.87,8110.95,30.51,3.66,481.06
26.45,45.27,7889.32,34.1,1.17,693.37
32.31,70.25,4052.59,18.48,0.69,391.29
16.38,62.42,2804.7,11.03,3.29,432.31
30.27,46.05,8589.36,34.71,1.65,554.12
32.47,32.73,9333.01,24.38,0.88,444.09
18.86,40.27,3116.37,25.55,1.28,458.24
27.68,41.9,5596.26,36.67,1.04,352.0
28.95,44.55,2882.11,35.52,2.51,610.03
27.29,73.9,8147.45,36.9,2.98,393.54
18.26,59.59,5604.6,16.82,2.07,534.82
21.83,33.52,3698.7,12.0,1.02,582.79
32.87,53.35,6238.73,33.44,0.54,382.14
29.19,53.96,4456.39,23.04,2.69,450.99
29.39,74.26,4532.03,15.67,3.27,348.79
23.36,67.94,8473.03,38.58,1.29,326.04
24.0,42.9,6729.82,25.1,4.32,539.31
24.85,30.47,8120.76,24.25,4.04,554.37
21.88,79.47,2902.85,10.31,2.34,427.86
18.38,68.86,1808.02,18.59,4.41,477.42
30.83,55.49,3596.75,27.3,0.84,562.63
27.58,78.26,4719.07,36.2,3.55,544.24
33.36,68.68,5096.31,17.17,4.24,701.36
25.75,71.23,4784.98,37.64,1.69,678.82
34.55,53.86,7965.74,26.6,2.32,582.23
32.37,54.53,4651.99,32.5,2.37,794.94
34.06,61.03,5168.05,30.48,3.02,449.17
32.61,65.18,5798.28,28.49,3.7,606.22
31.34,38.66,9135.74,23.06,4.55,794.75
28.23,53.75,2070.03,18.96,4.72,660.1
27.87,59.36,7118.68,37.47,2.2,661.05
23.07,60.95,8986.35,16.39,1.18,587.8
15.87,52.85,1588.37,16.11,3.08,593.56
15.3,73.56,4600.74,33.56,1.56,360.44
33.34,59.17,8713.82,37.02,1.43,540.58
32.53,39.98,5194.58,20.86,1.57,539.5
19.88,85.59,1788.82,24.4,3.0,572.55
30.35,68.32,6667.32,19.46,2.04,785.62
21.1,71.69,3197.75,31.8,2.1,796.73
22.92,41.57,1083.57,32.51,1.58,561.67
16.74,66.07,2845.28,16.95,3.58,693.78
23.55,63.73,8986.71,33.39,1.17,380.81
23.03,45.5,6126.79,17.58,5.0,720.72
23.54,59.58,7815.83,24.67,1.53,418.97
15.86,84.4,9932.56,27.57,1.83,335.96
16.52,53.3,4438.19,14.68,2.95,795.24
15.81,53.77,6787.89,38.59,0.82,583.09
24.63,33.31,8121.09,21.85,0.64,432.33
24.32,69.18,3551.81,37.12,2.15,540.56
27.66,56.18,4055.2,33.01,2.23,354.27
18.78,37.05,6822.09,17.11,3.7,622.92
23.51,53.85,1881.37,34.12,2.46,561.17
19.1,55.38,6247.32,17.49,0.55,321.52
19.71,77.91,9482.35,13.32,3.22,361.93
33.87,74.25,6079.12,36.47,4.84,300.48
32.48,79.5,6441.07,23.76,2.74,742.57
31.52,57.43,8068.61,32.41,4.12,592.92
31.11,80.34,5945.13,34.79,4.92,652.08
17.8,35.93,1214.06,29.78,0.88,463.04
28.03,40.89,5701.7,19.93,3.01,417.72
33.99,45.7,2192.4,31.38,4.3,481.53
25.66,82.47,8210.58,26.28,2.47,766.64
27.52,31.73,2112.21,30.64,2.6,360.96
26.7,80.14,3077.42,13.38,3.14,329.61
16.54,88.82,2336.38,13.82,0.58,761.37
23.6,70.53,6821.29,20.51,2.33,632.46
26.08,59.98,7210.52,19.56,1.62,710.81
32.81,46.42,3245.41,28.53,3.63,548.29
16.93,74.87,1936.11,32.01,2.77,459.18
30.59,66.69,6319.19,27.13,3.82,481.97
22.91,71.95,5600.68,35.94,0.69,445.06
20.73,83.88,5817.05,20.5,4.45,652.21
29.75,35.65,5638.68,22.72,2.31,384.08
17.21,40.22,7675.42,11.4,4.44,797.37
32.85,64.09,9777.53,16.42,3.51,564.6
27.43,39.36,3909.89,38.28,2.92,747.7
25.44,86.52,6991.87,28.14,1.74,525.07
19.8,43.8,8639.78,27.39,1.7,753.92
21.97,87.45,7014.1,30.59,0.71,465.8
26.74,62.17,5057.61,33.8,3.44,392.43
23.49,59.53,3091.92,28.19,0.98,674.19
16.08,80.39,5414.33,22.84,2.8,347.49
18.29,87.9,4637.69,17.0,1.21,636.13
29.7,78.04,3559.52,12.48,1.06,671.42
17.89,88.3,7047.08,35.17,3.53,741.37
20.94,34.64,4484.0,14.0,4.67,773.82
27.75,89.01,9347.12,23.78,0.51,422.25
16.36,50.87,1285.82,12.27,0.87,572.06
28.54,50.57,4799.26,33.37,2.7,635.2
18.71,63.26,1941.02,31.61,2.76,509.88
24.16,48.34,1558.52,15.96,5.0,544.52
19.24,87.58,1341.37,14.9,0.56,785.53
21.13,54.87,3454.35,20.09,4.81,306.83
15.91,59.15,3741.19,35.56,3.89,767.09
27.56,49.46,1280.7,20.02,4.5,743.79
16.74,57.59,8482.27,22.29,3.81,381.0
31.73,47.39,1259.3,23.82,4.86,357.53
22.58,70.68,4466.34,18.92,2.25,781.35
15.91,67.1,9428.71,26.35,0.61,658.98
27.02,65.56,8153.99,35.66,1.6,722.33
30.8,35.01,6345.2,30.98,4.04,728.09
30.39,52.24,1375.26,13.69,2.5,549.08
17.21,32.41,9806.26,25.54,4.98,323.19
29.07,62.11,1917.94,33.55,3.91,312.2
30.73,42.93,4726.32,11.48,2.55,425.38
24.16,39.61,4952.27,30.68,3.17,330.27
21.36,32.4,3018.18,13.29,4.43,538.68
16.26,50.78,6751.71,30.91,2.27,569.67
22.13,59.45,2472.02,21.7,2.82,491.34
25.4,52.47,3228.26,24.36,2.23,513.31
16.56,52.11,9543.65,22.64,3.43,723.57
15.56,70.85,3746.06,25.31,4.47,655.42
19.2,79.81,7590.07,19.39,4.84,656.33
28.69,51.68,7498.27,15.41,3.6,423.24
21.89,44.05,3320.73,12.73,4.31,633.39
20.31,84.04,4317.81,18.76,3.68,770.7
18.94,35.71,4765.67,13.99,3.79,328.54
31.23,62.06,7048.81,10.98,3.28,682.9
24.16,51.12,4138.1,16.1,1.25,320.36
15.5,73.93,7574.84,33.91,0.52,399.0
19.28,37.0,1074.9,25.03,0.55,629.36
19.49,69.31,7863.06,39.42,4.29,445.04
24.18,31.95,3488.1,26.47,3.27,708.84
21.03,53.8,9639.77,29.62,2.94,468.49
29.35,57.53,2469.68,22.03,1.32,708.23
31.82,71.37,7235.34,15.39,3.9,637.62
15.45,58.03,5181.61,24.09,4.01,723.04
16.99,52.46,4708.61,13.48,2.86,300.48
22.61,56.17,5627.32,15.83,4.5,400.58
34.96,30.88,8289.38,22.9,4.45,377.29
29.8,68.97,3475.25,16.69,0.82,508.72
20.87,47.31,1655.59,36.68,1.85,653.33
29.2,72.58,4798.01,15.41,2.23,527.54
28.0,67.39,3169.79,18.05,1.37,753.36
24.89,52.16,9873.18,32.33,2.04,309.72
15.82,56.76,9092.59,12.76,4.64,699.49
26.26,43.89,9026.6,38.16,4.01,721.57
34.8,33.5,8860.63,35.61,4.93,652.31
16.81,51.86,7627.04,15.94,4.27,441.96
31.51,32.16,5460.67,35.21,2.84,606.59
17.57,66.75,7647.66,10.04,0.69,430.07
22.2,75.02,9006.83,39.99,4.18,426.48
28.98,32.09,3607.23,28.81,4.94,382.26
28.33,87.46,7817.63,36.35,3.05,402.69
28.11,32.69,5775.61,35.34,3.91,459.52
27.25,48.79,8742.64,23.13,1.45,377.03
30.7,48.03,7139.62,31.6,0.91,473.49
32.23,37.7,7300.93,17.09,2.92,789.27
18.39,65.12,7322.29,20.99,2.67,341.68
25.37,71.17,3189.42,13.44,1.14,503.75
30.37,44.92,8580.0,27.75,4.99,409.45
23.1,61.3,1961.7,16.04,4.03,570.01
22.02,53.57,8705.3,28.2,0.92,789.95
16.72,53.06,8529.64,22.91,2.76,417.68
21.63,65.27,9704.44,32.2,1.61,597.93
16.25,40.64,7888.55,24.71,3.99,535.43
23.9,84.97,3128.11,31.62,3.53,576.93
31.55,45.71,1736.73,28.62,1.34,580.71
22.85,84.04,9424.26,21.5,0.65,761.88
28.67,81.27,8500.18,36.2,3.78,320.44
30.17,56.98,6858.89,16.43,3.7,592.71
27.89,37.85,5285.92,38.67,1.85,665.99
21.07,74.27,4230.53,34.55,1.02,618.97
23.87,87.35,3642.62,23.25,3.61,620.5
28.6,64.86,2419.74,26.25,3.23,694.95
27.2,87.14,6504.17,15.34,4.87,478.57
33.97,32.03,3360.89,31.95,3.86,717.93
34.35,84.11,1726.82,33.94,4.91,545.52
32.06,35.58,9022.07,22.82,1.13,422.68
25.37,53.19,9734.41,33.57,2.71,654.91
16.84,57.13,7630.47,36.48,2.16,773.56
16.02,33.94,4370.67,23.76,3.62,542.46
23.66,85.17,7180.46,30.41,2.18,569.66
17.84,55.26,4264.07,21.17,2.89,602.0
24.44,34.52,6013.4,30.56,4.55,784.76
19.52,83.0,7212.21,31.17,4.09,503.84
20.49,63.83,4163.3,28.85,1.22,695.0
20.14,64.17,3713.41,21.23,3.77,475.87
27.86,56.2,4866.23,27.17,0.69,356.94
27.82,38.08,2007.61,33.36,1.76,713.31
25.4,88.62,4098.99,22.57,3.27,753.79
25.22,64.98,8419.52,17.89,3.38,313.65
15.67,36.67,9017.27,16.39,1.94,785.63
17.92,42.68,5850.69,25.49,0.69,695.92
20.73,61.71,3015.34,29.96,2.49,658.29
23.8,49.61,5456.49,19.11,2.29,705.73
33.2,55.95,8924.69,18.11,3.04,432.49
25.06,55.5,8518.68,16.1,4.77,504.49
31.44,49.29,1821.34,32.33,4.47,735.47
26.24,30.93,7393.12,22.41,3.86,647.14
18.74,60.34,4218.79,33.99,2.58,304.93
33.11,85.48,4950.85,35.86,0.65,745.75
34.25,54.96,4851.85,28.54,4.73,666.33
17.83,77.35,5916.3,22.17,1.83,796.06
19.05,69.16,5657.56,12.76,4.45,794.73
20.92,55.84,9355.72,25.05,1.13,411.61
17.89,81.12,4118.97,12.49,2.15,741.84
22.91,70.17,1000.69,18.64,0.68,658.19
34.95,57.1,7435.92,22.35,2.33,366.33
25.55,45.17,7380.04,11.22,3.69,649.07
15.06,82.27,8076.58,38.06,1.28,341.04
23.04,40.63,2492.07,36.15,0.55,695.38
25.09,65.28,9401.21,36.45,3.28,501.53
18.84,61.68,5482.87,11.64,4.42,408.61
25.35,47.04,4901.36,20.86,2.24,308.03
32.96,61.3,7544.91,29.92,1.61,789.08
27.56,47.71,9267.04,25.0,0.94,377.19
20.55,31.17,4150.09,28.85,1.98,414.56
23.21,32.53,4930.86,14.69,3.55,682.63
21.37,49.67,8648.25,24.99,3.96,469.8
23.1,52.54,3257.07,34.74,1.57,445.16
25.72,64.59,5258.93,16.26,2.65,624.31
32.78,53.14,2477.16,26.68,0.81,470.68
30.87,41.69,3573.67,27.1,3.49,407.58
31.9,32.47,2106.68,15.95,3.13,359.88
15.34,71.45,1865.15,36.8,4.92,751.79
26.41,54.64,9596.58,18.77,1.65,326.63
17.36,37.02,1308.03,34.02,2.57,342.29
17.04,76.17,4644.04,24.17,4.31,485.66
18.14,60.71,6196.08,20.25,2.45,763.79
25.62,45.28,7282.72,31.91,2.35,691.24
30.57,76.82,4537.77,37.0,1.11,300.77
21.48,43.41,7134.52,17.46,2.95,520.13
23.92,46.53,5728.01,17.6,3.3,477.35
30.32,71.81,2425.52,28.7,2.05,483.32
19.59,77.7,4636.52,38.62,0.99,762.76
34.86,84.05,3259.55,36.03,3.49,467.75
29.13,49.08,8361.27,22.76,4.4,569.26
34.24,87.49,4029.17,39.25,1.19,331.24
15.48,65.21,5088.69,21.41,2.06,367.53
16.12,35.18,6677.22,14.56,3.3,731.27
21.59,46.32,6845.87,20.08,1.43,603.65
22.86,39.08,6929.57,26.93,1.63,400.84
30.01,67.65,1937.6,30.92,0.96,622.35
31.36,85.98,4377.92,38.03,1.91,483.47
21.46,44.2,4478.54,37.16,4.48,498.38
21.88,53.5,8435.3,30.99,3.79,468.24
19.14,33.31,7603.25,22.98,3.56,743.65
27.9,33.79,4007.11,19.67,0.72,602.68
32.12,68.83,4648.92,17.42,2.59,451.85
34.97,57.39,4572.43,20.68,4.04,732.64
34.62,87.42,3216.99,20.18,1.88,489.87
18.54,85.31,9387.06,16.62,1.52,358.63
23.68,61.24,9549.19,16.02,1.59,701.59
25.56,41.13,5667.23,39.88,0.85,708.4
18.24,41.3,6776.54,35.54,1.16,553.26
29.3,67.42,3025.25,10.75,3.51,586.04
25.6,66.25,2492.69,31.99,3.81,632.74
27.59,50.72,4920.61,30.86,0.73,503.63
29.05,37.76,2543.82,37.29,1.88,736.89
15.78,38.98,4747.73,20.29,3.98,421.07
15.67,77.03,9878.91,11.37,0.72,611.03
15.93,52.82,1274.86,24.11,3.13,679.38
20.12,50.99,9348.87,34.56,3.81,438.13
21.04,36.73,9726.25,30.22,3.37,307.38
22.75,79.45,6131.14,10.98,1.77,784.02
30.85,37.43,4030.34,10.87,2.5,760.53
16.83,69.11,2872.09,14.65,2.17,547.48
19.61,43.01,3771.0,12.91,3.69,728.78
22.71,83.56,3584.56,23.11,4.58,460.54
25.91,75.46,5059.4,14.87,0.63,583.62
25.73,86.91,8359.28,30.07,0.78,746.96
17.79,84.14,9146.11,29.74,3.21,371.28
23.65,38.43,5648.91,12.37,2.87,626.93
33.72,63.83,3141.38,27.44,4.9,599.61
18.38,87.39,9100.01,18.01,3.19,630.35
18.63,70.18,6629.67,27.67,3.46,355.83
34.77,88.82,7508.26,37.52,2.89,614.03
34.8,52.26,1673.12,32.17,2.42,777.22
25.73,73.26,1540.86,22.19,2.6,485.38
28.96,86.86,4450.11,18.83,1.3,359.73
29.6,45.61,5742.66,19.76,3.76,495.69
27.4,71.44,8922.57,21.97,3.21,452.22
24.22,62.25,7104.99,37.99,0.68,689.61
15.14,60.38,4064.34,16.01,3.47,720.32
25.96,79.08,6931.9,14.67,2.33,392.24
31.38,89.68,3394.41,31.32,4.43,631.25
26.7,46.23,4076.07,29.26,0.75,359.55
20.83,40.53,2367.6,15.01,4.75,441.46
30.41,33.39,4200.29,31.32,2.03,656.72
19.09,69.27,9448.05,29.37,2.71,339.58
15.49,30.91,8980.38,28.34,3.61,728.86
29.15,71.59,1484.71,27.62,4.15,596.81
19.67,55.05,1401.01,22.21,0.74,342.44
34.64,38.76,5757.13,36.24,1.96,480.27
30.85,88.21,8049.63,30.11,3.52,383.96
21.97,88.23,1320.22,17.09,3.66,699.3
33.72,58.06,3871.98,30.74,1.68,507.14
31.69,45.67,6615.74,35.26,0.74,516.05
29.9,77.65,9041.6,16.13,1.73,674.99
19.49,87.55,1573.59,16.53,1.31,336.41
26.01,40.39,6967.75,39.19,1.05,404.03
16.44,89.75,7682.08,20.75,1.92,698.86
22.97,33.6,2684.07,23.13,4.05,469.37
18.25,39.91,8970.22,13.21,3.35,374.03
28.41,35.03,7214.04,26.16,3.06,488.99
19.46,36.01,1940.3,14.49,3.11,336.07
32.71,37.45,3367.43,30.86,2.03,677.07
18.56,88.98,8441.92,17.72,0.73,471.46
31.6,33.75,2865.46,28.51,0.92,531.07
29.72,64.13,6331.46,12.77,1.6,525.62
27.03,68.2,7295.93,33.88,2.76,752.3
34.67,39.99,4264.66,36.51,2.2,643.53
30.18,86.05,3097.84,36.01,2.94,763.89
21.18,89.12,9128.39,29.96,1.76,324.23
31.31,82.48,3598.8,37.63,2.68,496.26
28.07,38.02,9743.83,38.56,1.41,700.96
28.94,71.6,3342.18,11.43,3.34,648.83
27.7,74.45,6694.87,17.17,0.63,579.8
33.07,37.76,9937.44,28.76,2.94,448.68
17.45,41.55,6101.0,12.56,1.52,695.06
21.68,33.97,2202.85,30.85,4.35,382.92
26.69,34.23,1885.45,17.79,4.58,596.43
16.45,50.79,8798.88,25.27,4.96,487.74
27.42,88.86,4229.19,29.38,2.23,455.97
30.33,81.91,7444.31,32.88,1.32,364.04
33.25,46.43,3660.56,36.65,1.55,608.77
29.08,66.27,1656.79,25.81,1.56,591.22
27.93,71.25,7801.52,16.5,2.28,713.33
27.8,52.25,1352.49,18.8,4.49,376.1
19.1,35.02,7015.62,38.79,3.61,524.39
31.98,48.89,9931.25,37.67,0.9,655.01
17.48,66.09,6132.9,25.77,3.51,321.43
25.89,56.42,7475.65,33.93,2.87,631.9
26.13,73.89,5905.55,17.76,2.46,335.97
27.31,86.15,2187.91,31.45,2.73,790.13
30.3,87.01,7713.77,12.34,1.71,658.45
26.0,45.63,8958.33,37.2,1.2,540.36
25.42,43.7,6325.79,23.03,4.28,333.37
26.3,48.35,7058.15,34.82,4.03,367.6
27.92,48.9,9983.78,17.24,1.53,404.78
28.96,30.53,1632.93,34.18,4.41,440.62
22.46,70.97,7037.85,18.71,3.46,687.84
28.8,89.48,8874.56,15.73,4.03,316.85
23.02,67.81,9822.93,15.13,3.25,446.63
17.36,74.82,5653.67,23.07,1.51,645.63
20.32,45.08,6174.44,26.55,3.98,395.23
18.83,70.16,1663.02,38.5,4.83,612.53
20.97,83.14,3244.04,37.36,4.26,554.01
34.62,33.3,3779.63,14.99,2.04,324.17
24.67,39.49,9362.31,33.13,0.89,730.65
23.23,89.64,2783.21,36.09,1.64,612.89
33.67,86.65,9147.78,13.99,3.67,347.14
26.19,52.31,9712.46,39.54,4.01,756.14
32.85,43.25,2818.81,28.55,2.91,659.27
24.83,87.93,7289.4,18.91,3.03,376.05
21.55,87.48,6744.76,27.69,4.6,601.75
30.74,79.51,5931.43,12.25,2.88,380.26
27.13,53.46,7439.46,35.61,3.85,417.5
17.24,84.09,8254.98,28.4,5.0,378.63
32.0,61.21,1023.25,21.81,3.49,772.75
23.42,84.59,1381.67,38.65,4.1,439.83
25.49,49.09,8876.65,34.64,3.04,589.73
19.65,42.09,8397.97,35.94,2.37,490.45
20.9,89.71,5227.07,24.96,2.87,379.22
20.97,45.02,2024.32,15.51,0.89,548.0
24.58,73.84,7447.89,30.44,3.9,420.68
29.66,31.0,3620.7,31.26,1.8,609.53
22.84,76.95,6422.45,33.77,1.59,583.35
29.44,47.58,4430.91,17.66,4.06,484.28
22.77,71.52,7988.29,14.12,3.58,431.64
22.16,49.85,8738.67,30.12,4.34,357.69
33.97,65.23,3575.22,34.75,0.72,675.01
21.1,88.64,9982.43,36.28,1.88,560.85
23.98,33.2,3870.24,37.56,4.12,459.49
29.95,35.59,3677.58,12.36,2.47,481.56
25.49,81.49,8353.61,27.13,3.65,783.08
33.07,46.85,6364.5,24.64,1.48,625.2
34.3,37.08,9982.59,37.57,4.0,444.39
19.23,83.58,7233.3,23.67,3.95,583.1
20.0,67.03,9474.55,26.85,4.96,717.27
27.93,60.08,6935.86,15.38,4.93,609.26
20.3,55.56,9992.13,20.8,3.29,385.0
29.44,49.41,5336.69,25.8,2.78,505.12
32.37,63.43,9735.29,38.17,1.34,484.45
32.55,40.21,2390.31,25.0,0.93,305.63
21.3,65.93,7509.31,39.76,2.76,545.45
32.55,81.13,9983.35,20.21,4.1,398.34
29.78,75.35,7887.78,23.91,0.79,533.14
22.44,61.64,6789.19,16.0,1.3,336.4
28.37,66.43,5838.58,32.0,2.39,790.91
22.89,70.53,1142.7,17.69,1.86,659.23
17.25,53.59,7070.91,28.48,3.16,725.63
31.91,41.81,7788.36,33.4,3.28,394.22
34.27,53.11,4818.68,16.39,1.46,678.08
20.7,31.07,2504.98,19.82,2.65,572.38
34.9,82.19,4765.77,26.39,4.89,511.96
32.27,55.81,7438.62,35.95,1.95,554.73
28.61,89.08,4086.19,25.75,4.77,718.32
22.17,38.74,2961.75,29.25,0.68,391.08
28.97,47.75,1845.12,34.86,3.84,700.3
28.54,55.36,1420.21,33.43,3.24,579.69
27.69,73.29,4043.52,39.46,0.89,413.75
24.02,83.65,7882.32,16.18,0.67,517.03
23.44,49.75,7747.04,16.53,3.47,492.31
15.31,78.87,1819.65,27.2,4.99,772.94
27.8,79.76,6557.71,38.13,0.77,652.33
20.83,86.25,4128.44,37.81,2.19,431.52
20.5,49.85,4342.19,23.06,2.01,594.82
23.59,82.37,3180.09,30.26,2.2,440.33
33.34,71.92,7111.69,31.05,3.22,750.71
23.6,40.73,4633.68,10.51,4.87,634.11
16.17,80.19,8412.86,13.63,4.97,659.8
22.28,77.42,3295.81,31.71,2.39,746.41
21.95,86.13,8467.27,15.62,4.65,446.68
20.7,64.64,1235.6,37.25,4.44,434.01
34.78,50.24,2479.14,39.67,2.28,398.4
34.84,79.19,8320.52,39.05,4.48,676.07
27.24,39.23,3060.48,19.58,1.63,350.17
22.58,68.59,1171.73,19.85,1.66,425.99
33.88,45.57,6273.06,20.19,1.3,647.26
33.34,76.41,4589.92,16.81,3.43,730.95
25.99,42.97,3955.69,14.63,0.83,372.94
32.83,70.61,4026.85,10.03,1.67,730.79
29.13,76.13,7891.67,21.38,4.29,666.93
16.08,84.05,4013.57,27.14,1.29,618.71
21.01,77.65,4224.13,36.73,1.22,460.68
22.36,72.54,7991.05,15.08,1.06,793.6
27.23,72.26,1062.64,13.21,1.87,617.95
16.01,46.43,9817.03,28.99,2.0,517.8
23.53,86.17,1627.25,24.38,1.55,609.68
22.84,55.91,8096.61,27.61,2.22,459.73
24.45,41.43,1829.18,11.47,1.53,792.36
30.85,47.73,2599.53,14.21,4.0,371.74
21.32,36.54,4765.57,29.99,4.18,462.84
33.21,52.27,4301.01,21.35,2.11,744.46
25.47,66.84,9804.89,21.26,3.67,605.58
20.02,62.38,1238.32,12.01,2.63,601.42
31.43,82.64,4315.78,39.73,4.04,757.01
33.22,53.38,1941.27,26.59,4.28,714.35
17.86,43.94,7862.83,21.95,4.57,641.16
28.4,60.57,8596.39,22.63,4.36,516.49
17.48,38.78,9822.12,16.01,1.94,704.14
16.25,37.09,1187.46,13.55,3.98,670.69
15.31,81.34,7397.9,21.28,2.07,366.76
30.44,67.05,8639.68,30.43,1.33,567.88
20.86,71.42,9152.82,13.93,0.72,530.31
31.56,48.68,7719.88,18.03,3.29,540.96
34.89,46.11,6791.53,17.97,4.05,335.67
21.66,89.51,1063.81,30.86,4.63,469.76
25.61,76.61,4522.19,18.55,3.85,380.75
16.23,45.98,6652.12,10.87,0.92,628.49
17.36,43.83,9194.0,12.17,0.73,755.56
33.65,85.11,4092.29,37.32,4.71,791.43
24.62,52.72,2382.97,19.27,1.53,594.39
31.65,38.56,8851.16,36.41,1.06,519.72
22.44,30.15,5247.9,37.8,3.34,589.74
33.34,78.2,3366.39,26.31,1.84,474.8
34.93,74.12,1072.05,22.78,3.82,748.87
27.87,71.73,1694.99,14.04,4.77,728.93
19.33,78.94,5376.04,26.23,4.22,640.75
27.58,42.03,5400.91,10.11,1.95,673.99
22.87,67.76,2691.3,18.21,3.04,429.39
24.26,38.26,9774.34,17.28,1.09,517.43
19.69,66.56,3465.4,35.5,2.76,521.32
32.07,85.73,3676.11,19.92,0.89,457.14
23.37,67.64,2194.88,35.9,4.48,781.32
31.27,37.13,2371.15,31.52,1.63,371.33
23.54,42.87,3048.2,13.3,3.15,622.57
21.82,67.83,6424.81,18.46,4.37,739.61
34.17,57.93,5296.71,13.14,3.08,581.39
22.57,63.48,2492.61,39.33,0.59,713.99
